Check Number,Check Category,Check Description,Check Query,Check Table Name,Check Column Name,Check Status,Rows Scanned,Rows Failed,Check Run Date,Remarks
8914,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,purchase_transactions,column_2,fail,110,108,2023-08-30 07:06:24,Remark
1686,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,refunds,column_10,pass,504,81,2023-07-09 03:11:15,Remark
4049,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,refunds,column_4,pass,413,10,2023-08-08 14:04:30,
4051,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,purchase_transactions,column_10,fail,65,65,2023-08-11 06:11:22,Remark
1683,consistency,Check for consistency,SELECT * FROM products WHERE condition,sales,column_1,fail,1,0,2023-07-11 15:19:12,
1181,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,invoice_payments,column_10,pass,178,104,2023-05-19 11:38:03,Remark
9950,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,admins,column_1,pass,766,277,2023-02-28 03:41:27,Remark
2604,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,products,column_9,pass,27,10,2023-06-08 22:26:36,
3154,completeness,Check for completeness,SELECT * FROM payments WHERE condition,purchase_transactions,column_9,fail,74,73,2023-02-06 06:08:11,
5342,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,purchase_transactions,column_10,pass,20,8,2023-08-25 21:13:14,Remark
5298,consistency,Check for consistency,SELECT * FROM sales WHERE condition,invoice_payments,column_6,pass,317,20,2023-09-18 10:41:05,
8608,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,purchase_transactions,column_10,pass,892,789,2023-11-13 12:36:01,Remark
6542,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,refunds,column_3,pass,649,153,2023-09-28 07:50:27,Remark
4405,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,invoice_payments,column_6,fail,503,285,2023-09-24 10:15:05,Remark
8330,consistency,Check for consistency,SELECT * FROM payments WHERE condition,invoice_payments,column_8,pass,377,308,2023-01-11 00:39:42,
1886,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,product_webinars,column_4,fail,94,51,2023-07-10 20:16:54,
19,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,orders,column_9,fail,830,772,2023-05-10 20:40:40,
4991,accuracy,Check for accuracy,SELECT * FROM invoice_payments WHERE condition,invoice_payments,column_10,pass,328,246,2023-01-17 15:23:54,
4206,accuracy,Check for accuracy,SELECT * FROM invoice_payments WHERE condition,subscribers,column_8,pass,599,275,2023-05-30 16:21:57,
8747,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,invoices,column_3,fail,14,3,2023-10-21 01:53:27,Remark
9504,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,refunds,column_4,pass,811,638,2023-07-28 08:55:39,Remark
2719,consistency,Check for consistency,SELECT * FROM users WHERE condition,products,column_9,fail,547,382,2023-08-17 02:05:00,Remark
7712,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,products,column_8,fail,414,316,2023-02-24 02:02:52,Remark
7049,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,invoices,column_1,fail,210,14,2023-08-20 03:26:54,Remark
4954,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,purchase_transactions,column_4,pass,151,68,2023-08-07 23:14:45,Remark
1042,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,orders,column_8,fail,728,36,2023-08-03 16:14:39,Remark
188,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,invoice_payments,column_1,fail,379,27,2023-04-08 18:55:53,
4227,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,invoices,column_6,fail,451,73,2023-05-08 18:48:38,
2363,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,invoices,column_1,pass,277,208,2023-04-12 18:41:44,
5380,consistency,Check for consistency,SELECT * FROM products WHERE condition,invoice_payments,column_2,fail,128,85,2023-08-11 02:44:56,
2370,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,users,column_5,pass,708,69,2023-01-03 11:11:20,
3326,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,admins,column_2,pass,912,586,2023-08-09 08:11:05,Remark
185,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,subscribers,column_8,fail,86,51,2023-04-01 16:05:43,Remark
736,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,purchase_transactions,column_5,fail,513,55,2023-08-16 09:35:31,Remark
7795,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,refunds,column_4,pass,306,138,2023-01-16 11:15:40,Remark
1438,completeness,Check for completeness,SELECT * FROM products WHERE condition,product_webinars,column_3,pass,652,234,2023-10-28 23:58:35,
6516,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,purchase_transactions,column_9,pass,226,181,2023-07-23 09:12:17,
3254,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,admins,column_10,pass,134,39,2023-02-20 17:14:41,
6385,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,product_webinars,column_5,pass,62,60,2023-07-08 05:25:53,
5722,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,sales,column_9,pass,585,332,2023-10-01 22:18:25,
8512,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,sales,column_1,pass,898,703,2023-10-05 10:39:52,Remark
6735,completeness,Check for completeness,SELECT * FROM sales WHERE condition,users,column_1,pass,857,52,2023-04-11 19:53:44,Remark
8554,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,purchase_transactions,column_5,pass,75,28,2023-04-27 06:30:09,Remark
9306,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,subscribers,column_9,pass,105,39,2023-10-05 06:51:04,
1964,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,refunds,column_3,pass,939,873,2023-06-21 14:51:27,
5565,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,admins,column_6,pass,916,427,2023-01-30 21:45:01,Remark
9192,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,subscribers,column_2,fail,358,167,2023-05-21 23:13:24,Remark
8986,consistency,Check for consistency,SELECT * FROM admins WHERE condition,orders,column_7,fail,498,239,2023-11-03 11:59:46,Remark
8199,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,users,column_3,pass,145,132,2023-11-17 17:17:09,
8962,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,refunds,column_7,pass,1000,665,2023-04-04 02:59:58,Remark
5223,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,orders,column_8,fail,329,88,2023-02-09 03:19:17,Remark
1901,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,invoices,column_10,pass,703,61,2023-01-12 06:39:42,
576,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,products,column_6,pass,9,4,2023-04-14 16:28:35,Remark
791,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,admins,column_7,fail,82,72,2023-04-13 08:07:38,
7669,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,payments,column_8,fail,832,496,2023-09-18 19:14:22,Remark
1893,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,purchase_transactions,column_10,fail,205,91,2023-09-04 02:48:28,Remark
666,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,product_webinars,column_5,pass,101,7,2023-10-22 12:21:55,Remark
1363,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,subscribers,column_7,pass,935,560,2023-07-23 21:06:10,
364,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,products,column_1,fail,763,557,2023-11-08 03:58:19,
3457,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,refunds,column_8,pass,406,187,2023-04-19 08:30:04,Remark
8233,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,orders,column_6,pass,766,197,2023-08-22 20:36:01,
5897,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,discounts,column_8,pass,515,66,2023-09-19 12:14:49,Remark
4310,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,orders,column_5,pass,514,42,2023-10-09 13:00:55,Remark
8735,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,purchase_transactions,column_3,pass,354,302,2023-07-23 05:31:19,Remark
6910,completeness,Check for completeness,SELECT * FROM users WHERE condition,admins,column_3,fail,194,10,2023-09-09 03:34:52,Remark
2914,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,orders,column_1,pass,214,140,2023-01-27 22:08:38,
7536,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,discounts,column_2,pass,578,386,2023-06-16 02:27:18,
2376,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,admins,column_7,pass,9,9,2023-08-10 17:02:14,Remark
7456,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,discounts,column_10,fail,92,24,2023-07-27 19:10:53,
5152,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,purchase_transactions,column_6,fail,179,16,2023-09-21 12:22:55,Remark
611,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,refunds,column_7,pass,438,90,2023-10-09 00:45:34,Remark
4182,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,refunds,column_10,pass,521,165,2023-04-07 10:09:34,
3594,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,invoice_payments,column_9,pass,449,68,2023-05-17 06:42:56,Remark
6685,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,sales,column_9,pass,523,262,2023-04-18 23:24:10,
2455,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,admins,column_8,pass,98,17,2023-01-27 20:48:42,
1288,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,sales,column_1,pass,45,29,2023-09-06 16:49:26,
7271,completeness,Check for completeness,SELECT * FROM admins WHERE condition,sales,column_5,pass,139,95,2023-09-26 08:43:56,Remark
541,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,payments,column_9,fail,799,537,2023-06-30 11:41:29,Remark
3226,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,discounts,column_2,fail,308,267,2023-06-17 03:14:12,Remark
9333,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,invoices,column_7,fail,801,696,2023-07-26 18:13:35,
3829,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,subscribers,column_9,fail,279,267,2023-04-19 08:28:41,
79,completeness,Check for completeness,SELECT * FROM payments WHERE condition,admins,column_6,fail,509,407,2023-04-08 02:45:22,
9389,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,orders,column_7,fail,45,5,2023-09-23 20:40:47,
3627,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,payments,column_2,fail,184,149,2023-09-07 07:22:12,
8272,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,product_webinars,column_7,fail,447,363,2023-03-20 18:07:05,
828,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,refunds,column_6,pass,843,717,2023-07-05 00:14:37,Remark
4651,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,discounts,column_8,pass,228,154,2023-11-21 19:40:56,Remark
9122,consistency,Check for consistency,SELECT * FROM sales WHERE condition,admins,column_6,fail,394,213,2023-08-17 17:39:39,Remark
5930,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,sales,column_8,fail,204,187,2023-07-25 20:31:07,Remark
9085,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,discounts,column_5,pass,446,37,2023-08-21 05:47:52,
7502,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,sales,column_6,fail,283,207,2023-05-06 09:21:27,
7622,consistency,Check for consistency,SELECT * FROM sales WHERE condition,payments,column_9,pass,473,447,2023-11-01 05:12:17,
4086,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,subscribers,column_2,pass,189,116,2023-02-06 08:01:27,
5516,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,users,column_3,pass,187,18,2023-08-25 14:57:03,
3848,completeness,Check for completeness,SELECT * FROM products WHERE condition,invoice_payments,column_7,fail,287,95,2023-10-08 20:09:53,Remark
7708,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,refunds,column_4,fail,573,533,2023-08-08 23:03:39,
3449,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,sales,column_7,fail,595,483,2023-06-19 17:52:40,
6661,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,orders,column_7,pass,736,16,2023-04-13 09:08:31,Remark
2912,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,discounts,column_8,fail,342,284,2023-07-26 18:56:11,Remark
6561,accuracy,Check for accuracy,SELECT * FROM invoice_payments WHERE condition,orders,column_3,pass,950,115,2023-10-11 02:02:01,Remark
4079,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,products,column_1,fail,167,4,2023-07-12 01:48:21,
2460,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,refunds,column_4,fail,379,289,2023-06-06 02:31:39,Remark
8330,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,users,column_6,pass,191,186,2023-09-17 19:36:46,Remark
82,completeness,Check for completeness,SELECT * FROM users WHERE condition,subscribers,column_7,pass,65,54,2023-07-25 00:52:57,Remark
3240,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,sales,column_2,fail,413,270,2023-01-20 22:51:58,Remark
3780,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,subscribers,column_1,fail,600,325,2023-10-11 05:26:48,
1591,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,product_webinars,column_3,fail,4,2,2023-04-28 16:40:27,Remark
3039,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,refunds,column_9,pass,551,492,2023-04-26 09:21:23,
1830,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,subscribers,column_10,fail,587,55,2023-05-30 15:45:26,Remark
1037,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,payments,column_9,fail,160,103,2023-07-05 04:32:45,
354,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,invoices,column_8,pass,310,144,2023-03-08 20:33:41,
2617,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,orders,column_6,pass,319,23,2023-06-24 15:31:52,
5627,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,admins,column_9,pass,434,284,2023-03-20 05:02:44,Remark
6725,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,purchase_transactions,column_10,fail,603,402,2023-08-01 14:37:27,
6934,completeness,Check for completeness,SELECT * FROM users WHERE condition,orders,column_3,pass,415,243,2023-04-02 23:51:05,
9985,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,admins,column_2,fail,314,92,2023-09-26 03:28:40,
7633,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,discounts,column_6,fail,106,80,2023-01-12 01:14:20,Remark
7301,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,users,column_3,pass,387,136,2023-11-03 12:18:50,Remark
